Date,Close,text
2023-12-08,111.0,Bro which supermarket is this and how much is the Uganda waragi ginger and lemon flavor
2023-12-08,111.0,The Kenya unit of EABL contributes 64pc of the firms revenue compared to 21pc in Uganda and 15pc in Tanzania. They are going nowhere!
2023-12-07,111.5,9. Axios reporting that Diageo might be looking to divest the rest of its beer portfolio apart from its flagship brand Guinness.  —Among the beer brands the company could sell is EABL's Tusker. —Diageo increased its stake in EABL from 50% to 65% of EABL earlier this year.
2023-12-07,111.5,"EABL's Director for Corporate Relations, Eric Kiniti, wards off as ""market speculation"" claims that the brewer's majority shareholder, Diageo, is looking to exit a part of its beer portfolio, Tusker included.  EABL's beer portfolio has been on a strong post-COVID19 rebound with sales up 12.0% in FY2021, 17.0% in FY2022. FY2023 numbers posted a 2.0% contraction, largely on hits from aggressive excise tax.  When I sat down with EABL CFO, Risper Genga Ohaga, on FY2022 numbers, she indicated beer was benefiting from the on-trade business resumption following lifting of COVID19 restrictions"
2023-12-07,111.5,9. Axios reporting that Diageo might be looking to divest the rest of its beer portfolio apart from its flagship brand Guinness.  —Among the beer brands the company could sell is EABL's Tusker. —Diageo increased its stake in EABL from 50% to 65% of EABL earlier this year.
2023-12-06,112.5,Axios reporting that Diageo might be looking to divest the rest of its beer portfolio apart from its flagship brand Guinness.  —Among the beer brands the company could sell is EABL's Tusker. —Diageo increased its stake in EABL from 50% to 65% of EABL earlier this year.
2023-12-06,112.5,"@EABL_PLC will bring 🇰🇪 everything including Tusker Cider, Lemon, Mango & Ginger but continually fails to bring us @UgandaWaragi produced by its sister company in  🇺🇬"
2023-12-06,112.5,Tusker ndimu is quite 🔥 No? Tidai hau! @EABL_PLC mwikuo ta selee 😂
2023-12-06,112.5,Axios reporting that Diageo might be looking to divest the rest of its beer portfolio apart from its flagship brand Guinness.  —Among the beer brands the company could sell is EABL's Tusker. —Diageo increased its stake in EABL from 50% to 65% of EABL earlier this year.
2023-12-05,112.0,"Jean Oketch Nyawara embarked on her journey with East African Breweries Limited (EABL) in OCT 2020 as the Senior Brand Manager for Tusker. This role coincided with the iconic brand's 100th-anniversary celebration, presenting a unique opportunity to contribute to the milestone."
2023-12-04,111.75,Tag your favourite Kafunda.   #Guinness #kafunda #monday #jinja @EABL_PLC @GuinnessIreland
2023-12-04,111.75,@EABL_PLC is it true? #Tusker
2023-11-21,115.0,Let him propose everything but wasiguze hii brand ya mafuta coz it keeps us moving  @#tuesdayvibe @#WivuMejja @#Eabl #Chrome
2023-11-21,115.0,"@EABL_PLC @Chrome_KE kindly, talk to @Kenyans @KRACare @EPRA_Ke @citizentvkenya wasicheze na prices ya hii, tuko pabaya   #WivuMejja cs ababu namwamba  president museveni president ruto Kanda uongo man"
2023-11-20,113.0,Eabl can't give us the final Tusker Project Fame yaani???
2023-11-16,111.5,My beloved @tusker_fc i hope wanaskia. Waliniambia niendee EABL 😭
2023-11-16,111.5,"Defco was taking me well, switched to Eabl Kenya smirnoff  nikasema sibaki nyumbani😭"
2023-11-16,111.5,Clearly a difference between Defco smirnoff and EABL smirnofff
2023-11-15,117.75,"Waliongeza tax ya Tusker … EABL bottom line was hit , laid off  employees across … Paid less taxes , GoK also lost PAYE and other taxes from fired employees"
2023-11-14,119.75,"Hizo team mnasupport I hope zitawaita end year party yao, mi najua ya Tusker tutaingia pale EABL na ya Nzoia tunaingia Bukembe kula Zebu. AFC ata hawanijui waishie"
2023-11-08,121.0,Oyaaa @tusker_fc don't just 30% of that (Ksh.5M) is enough to renovate 1. Ruaraka playing surface 2. Washrooms 3. Put up changing rooms 4. Add a few stands @Officialfkfpl deserves better @tuskerlite @EABL_PLC #FootballKE
2023-11-08,121.0,"EABL through Tusker are giving KRU 15M for both Victoria Cup and Safari Sevens, very little lakini mnyonge hana lake"
2023-11-08,121.0,"Consider this: Uganda is home to roughly 32,840 bars and pubs. East African Breweries Limited (EABL) manages to seamlessly deliver crates of beer to each establishment every week.  In contrast, our country has about 231 hospitals and dispensaries, yet despite extensive planning,"
2023-11-02,122.0,"Kama team Yako. KAZI ni kuorganize Amazing festivals, but ku-urge Team ilete good points, na A proper game, is where they ( EABL : Tusker) draw the line,)  #FootballKE"
2023-11-01,126.25,"""One thing I don't joke about is standing for God.""  ""I turned down a deal worth millions of shillings from EABL after winning the Pilsner Mfalme DJ gig after I was told to forego playing Gospel music and play secular."" - @DJKrowbar #DrOfwenekeTonight @DrOfweneke @MileyThedj"
2023-11-01,126.25,Tusker OKTOBERFEST highlights. Full story on BNN BASIC - https://t.me/bnnkenya/35150
2023-10-31,126.0,TUSKER OKTOBERFEST 2023
2023-10-31,126.0,Tusker Oktoba Fest!  @CosterOjwang is great! It is time y'all realize that.   #Oktoberfest
2023-10-30,128.0,Rapper Nyashinski's Full Performance at Tusker Oktoba Fest   #Oktoberfest #OktobafestEastAfrica #BallonDor  Diamond  Sauti Sol   https://piped.kavin.rocks/watch?v=4CB9-Movv0U
2023-10-30,128.0,"Sippin', Groovin', and Oktoberfest Provin' at Tusker Oktobafest! From the brews to the beats, this festival was an absolute blast!   #SafaricomHook #DoMoreWithMPESA #TuskerOktobafest"
2023-10-30,128.0,Is EABL in Rwanda and Uganda?
2023-10-27,127.0,Tusker Ndimu being EABL’s take on Corona and Lime lol. Tusker though feels too rich for lime.
2023-10-27,127.0,"When EABL decides 'maisha ni ngumu watu wakunywe TUSKER NDIMU'. That Zingy and Zesty twist is enough to celebrate Kenya, Kenyans and Kenyanness. 100 years of TUSKER. @EABL_PLC #TuskerNdimu"
2023-10-27,127.0,Ukibuy two 6 packs za Tusker unajengwa tiko ya Oktoberfest
2023-10-27,127.0,"Safaricom, Tusker sign Sh30 million tech, payments deal for upcoming OktobaFest https://swalanyeti.co.ke/buzz/article/7534/safaricom-tusker-sign-sh30-million-tech-payments-deal-for-upcoming-oktobafest via @SwalaNyetiKe #Oktoberfest"
2023-10-26,132.0,Masaa ni ya #Oktoberfest na #Tusker  ngamua kiu na ushikilie 🍻 yako moja safi pale  #TuskerOktobafest
2023-10-26,132.0,"Tusker Oktoberfest is bigger and better than before, visit tusker.beer/oktobafest/ and grab your ticket as we celebrate African culture  @Venty530 @BaloziMbeya @JudithD_NYCGirl #ThisIsHowWeDo #TuskerOktobafest #OktobafestEastAfrica @TuskerLager"
2023-10-26,132.0,"Tusker Oktoberfest is bigger and better than before, visit tusker.beer/oktobafest/ and grab your ticket as we celebrate African culture  #ThisIsHowWeDo #TuskerOktobafest #OktobafestEastAfrica @TuskerLager"
2023-10-25,132.0,"Safaricom, Tusker sign Sh30 million tech, payments deal for upcoming OktobaFest https://swalanyeti.co.ke/buzz/article/7534/safaricom-tusker-sign-sh30-million-tech-payments-deal-for-upcoming-oktobafest #Oktoberfest #TuskerOktobafest"
2023-10-25,132.0,Dini yangu inakataa going to an Oktoberfest and drinking a Tusker 🤢🤢
2023-10-23,131.0,I have largely stuck to EABL's Tusker Lager for the last two years. Some of these 'premium' whiskeys that you people are bingeing on are pure unadulterated poison!
2023-10-23,131.0,"You should definitely purchase it. wajua bado 3 days to #OktobafestEastAfrica #Oktoberfest  pale ngong racecourse, Might come in handy kuweka ma Tusker"
2023-10-23,131.0,And just like that Tusker Oktoberfest has become an exclusive event  How did we get here!! Tickets last year were kshs 1500 regular day pass  2019 kshs 1500  Leo naona kshs 6000 as a flash sale for regular day pass  And this is how I'll miss #TuskerOktobafest For the first time
2023-10-19,131.0,Mission completed. Mambo yanaenda live na tusker baridi @EABL_PLC
2023-10-19,131.0,"Ningekua Naivasha crayfish na dem hoes tukingoja akina Diamond aimbe ""chambua kama karanga"" na Jalango akituambia ndio official MC wake saa izo EABL wametuforce kukunywa chrome ati entry ni quatre moja"
2023-10-19,131.0,"Don't miss out, be an early bird and secure your advance ticket to Tusker Oktoberfest at a discounted price.  Make sure you've taken advantage of these advance tickets to avoid ending up at the gate and depleting your savings.  #thisishowwedoit #octoberfest #OctoberfestEastAfrica"
2023-10-18,135.0,It's a promotion by EABL. They always do Tusker Oktobafest in Kenya but this time they have in each of the countries and have named it by their local beer in each country. In UG it's Bell Oktobafest while in TZ it's Serengeti Oktobafest
2023-10-18,135.0,It's a promotion by EABL. They always do Tusker Oktobafest in Kenya but this time they have in each of the countries and have named it by their local beer in each country. In UG it's Bell Oktobafest while in TZ it's Serengeti Oktobafest
2023-10-18,135.0,"Why is EABL-Tusker commercializing Oktoberfest? I thought the original idea was to give the consumer a proper experience and create Brand Affinity, Talkability, Visibility and drive sales during the festival??????"
2023-10-18,135.0,"Why is EABL-Tusker commercializing Oktoberfest? I thought the original idea was to give the consumer a proper experience and create Brand Affinity, Talkability, Visibility and drive sales during the festival??????"
2023-10-18,135.0,For the first time in my life I wanted to attend Tusker's Oktoberfest but no way I will pay 3k for a ticket.   Will watch it on people's posts
2023-10-17,130.0,Saturday shenanigans 🔥🏝️ with summer vibes by @jaythedeejay_ hosted by @sir_ric_. Bringing back the October Fest Experience at the beach.  Special offers on Tusker & Heineken Draught Beer 🍺. Tell a friend! ⛱️🏃🏾  #KingstonExperience #Saturday #Oktoberfest #Mombasa #Kenya
2023-10-16,128.0,Secure your VIP tickets for the Tusker Oktoberfest today!  It's a fantastic experience you absolutely can't afford to miss.  Grab your VIP pass now and get ready for an unforgettable time! @TuskerKenya #oktoberfest #oktoberfest2023
2023-10-16,128.0,"Get ready to be blown away at the upcoming Tusker Oktoberfest, where some of the greatest artists are set to rock the stage like never before! Don't miss out on this unforgettable experience. #TuskerOktobafest #oktoberfest2023"
2023-10-16,128.0,"Get ready for an epic celebration! This year, Tusker Oktoberfest is going BIG, uniting East Africa with Kenya, Uganda, Tanzania and South Sudan, featuring some of the biggest artistes in the region. It's a festival like no other! #Oktoberfest #tusker"
2023-10-13,130.0,"Someone tag EABL, Tusker #OktobaFestEastAfrica @sapatopips @shamirtadeiya @EABL_PLC @TuskerLager #TuskerNaReggae"
2023-10-13,130.0,The Tusker Oktoberfest Offers on Draught Beer 🍺🔥 this Saturday 🙌🏾 . Are you Ready for the Experience?   Tell a Friend!  #KingstonExperience #TuskerOktoberFest #Saturday #Mombasa
2023-10-13,130.0,Friday after work plan 🚀 at the beach with blends by @sir_ric_ backed by @ibowondeck. Special Offers on Tusker Draught Beer 🍺. Pass by! ⛱️🏃🏾  For reservations call 0714 555 666.  #KingstonExperience #Friday #AfterWork #Chilling Tusker Oktoberfest Mombasa
2023-10-13,130.0,"East Africa, are you ready? Tusker Oktober Fest is here with us! Dust off your shoes and put on your finest attire because you won't want to miss this unforgettable event. Join us for a fantastic time, grooving to the beats of your favorite artistes. #oktoberfest"
2023-10-12,130.0,The Tusker Oktoberfest 🍺🔥 is Here with Us this Saturday featuring 🙌🏾 Hype Master @mc_breezyofficial. Are you Ready for the Experience?   Stay Tuned for more updates!  #KingstonExperience #TuskerOktoberFest #Saturday #Mombasa
2023-10-11,131.0,@EABL_PLC hello how does one apply for tusker draught
2023-10-11,131.0,"The last time I saw Diamond perform live was in Naivasha some years back,nakumbuka ni Chrome Walimleta. Sai naona EABL wamesema one more time hi mwezi Saturday Musa Keys will be performing at winning post Mungu wangu"
2023-10-11,131.0,The Biggest Event before Solfest in definitely TUSKER OKTOBERFEST. Chibu Baba Lao Dangote Baba Lao  Diamond Platinumz
2023-10-06,120.0,The reason why EABL owns Tusker FC isn't about growing talent. Tusker FC exists purely to create moments like what is in this photo.
2023-10-06,120.0,Tusker has the resources to make Oktoberfest one of the biggest festivals in Africa
2023-10-04,132.0,"All the feminists at EABL won't allow you to have your normal drunk to ad their drinks. Be content with these cute huns and metrosexual men, probably wote ni wa  🌈 coalition but do I care. Nipee Guinness baridi na Coca-Cola hapo nikuonyeshe"
2023-10-04,132.0,Hio imeandikwa EABL labda ni tusker vidonge
2023-10-04,132.0,Tambuza post paka ku tusker
2023-10-04,132.0,Tusker should use @Buhangazi1 . Man takes those like he's drinking water
2023-10-04,132.0,Tusker Oktoberfest wamerelease zao na this time hawachezi. Wako biz mbaya.
2023-10-04,132.0,Hii mwaka nimebakisha kuenda event moja pekee Tusker Oktoberfest.
2023-10-03,132.0,I hate those corporate clubs bana. Community clubs are the sure way to go. EABL for instance should have looked for a team to sponsor instead of creating Tusker.
2023-10-03,132.0,Man I miss Tusker Safari Sevens @EABL_PLC
2023-10-02,131.0,@tusker_fc @EABL_PLC come on guys.... kindly water your pitch and upgarde it... hamfai kuchezea kiwanja inakkaa hivyo.... you are gigantuam... sisi mafans tunaaibika
2023-10-02,131.0,"specified timings - the last performer, Shinski, performed 2 hours late. This inconvenience affected us attendees. Thank you, EABL, and I hope Tusker Oktoberfest will be just as good as this."
2023-10-02,131.0,😂😂 atleast alirepresent Tusker / EABL... top fan
2023-10-02,131.0,"specified timings - the last performer, Shinski, performed 2 hours late. This inconvenience affected us attendees. Thank you, EABL, and I hope Tusker Oktoberfest will be just as good as this."
2023-10-02,131.0,EABL achieves 55% reduction in carbon emissions through investment in renewable energy https://www.foodbusinessafrica.com/eabl-achieves-remarkable-55-reduction-in-carbon-emissions-through-renewable-energy-investments/ #EastAfricanBreweriesPLC #kenya #uganda #carbonemissions #sustainability #beverageindustry #foodindustry #foodindustrynews #foodbusiness #foodbusinessafrica
2023-09-29,131.0,#Tuskeroktoberfest . Are you ready?.  Get set to raise your glasses and celebrate October like never before with Tusker Oktoberfest!  Mark your calendars for the Black pearl activation in kisumu on 29th and 30th this weekend.  #OktobafestEastAfrica #TuskerOktobafest @Bell_Lager
2023-09-29,131.0,"Get Ready to Raise Your Steins at the Tusker Oktoberfest on the 29th and 30th of October at the stunning Black Pearl for a weekend of pure African bliss. Savor the finest Tusker brews, indulge in mouthwatering Kenyan cuisine,and dance to the lively tunes of your favourite artists"
2023-09-29,131.0,"Brewer @EABL_PLC has reported notable progress in its Net-Zero journey, by emitting 55% less carbon in the last one year attributable to the rollout of biomass steam plants in Uganda and Kenya units"
2023-09-29,131.0,"The rollout of biomass steam plants in Uganda and Kenya has increased renewable energy use in EABL’s operations to 64.86 percent, up from 25.8 percent in 2022. #UzalendoNews https://uzalendonews.co.ke/eabl-reduces-carbon-emissions-by-55-percent/"
2023-09-28,131.0,@EABL_PLC naona mumetengenezea wanywezi wa Balozi Sacco. Good move😂
2023-09-28,131.0,"Hello. You can visit our office in Ruaraka, EABL behind Garden city mall or if in town visit Urban apparels shop besides Nairobi Sports house. Contact Charles (Ruaraka)  on 0720245551 and Haron(Nairobi cbd) 0721419099. Costs 1500"
2023-09-28,131.0,Can @EABL_PLC make a public statement why Tusker Lite has become bitter?
2023-09-28,131.0,"EABL's implementation of biomass steam plants in its Uganda and Kenya operations upped renewable energy use to 64.86% this year from  25.8% in 2022.  The launch is attended by EABL's top leadership led by Group Board Chairman, Dr Martin Oduor-Otieno and CEO Ms Jane Karuku."
2023-09-28,131.0,Noticed they are buying/bought MTN Uganda and SCOM.   I wonder if they sold some of their EABL shares during Diageo’s share buyback earlier this year? They could have made some good money.   Will not be surprised if they are adding/add more KCB at it’s current valuation.
2023-09-27,130.0,"Are you ready? Set for the Celebration of African culture like never before, Enjoying E.A’s finest brews at the Tusker Oktoberfest! Slated for the Black pearl activation in kisumu on 29th and 30th this weekend. #OktobafestEastAfrica | #TuskerOktobafest @TuskerLager | @Bell_Lager"
2023-09-27,130.0,#Tuskeroktoberfest . Are you ready?.  Get set to raise your glasses and celebrate October like never before with Tusker Oktoberfest!  Mark your calendars for the Black pearl activation in kisumu on 29th and 30th this weekend.  #OktobafestEastAfrica #TuskerOktobafest @Bell_Lager
2023-09-26,130.0,Eabl warudishe Tusker Project Fame..waambie sitaimba na pia Pilsner Mflame pool tournament irudi hiyo lakini my Gs will participate.
2023-09-26,130.0,Eabl warudishe Tusker Project Fame..waambie sitaimba na pia Pilsner Mflame pool tournament irudi hiyo lakini my Gs will participate.
2023-09-25,130.0,I think Tusker Players are drunkards cause they are sponsored by EABL
2023-09-22,130.0,"3. EABL— Sh105 Billion The largest brewer in East Africa, produces and distributes a variety of  alcoholic and non-alcoholic beverages, such as Tusker, Guinness, and  Alvaro. EABL has a strong presence in Kenya, Uganda, Tanzania, South  Sudan, Rwanda, and Burundi."
2023-09-22,130.0,"Haha, mi na crew ya Juja tulikunywa Pilsner Ice 🧊 zote hadi sample ikabidi wameipiga disco pale Eabl 😆 😄 🤣 😂 😜"
2023-09-22,130.0,"3. EABL— Sh105 Billion The largest brewer in East Africa, produces and distributes a variety of  alcoholic and non-alcoholic beverages, such as Tusker, Guinness, and  Alvaro. EABL has a strong presence in Kenya, Uganda, Tanzania, South  Sudan, Rwanda, and Burundi."
2023-09-22,130.0,Mimi huku napiga picha na Chrome Gin na hata Ka-Kwota @EABL hawaezi nirushia.... NKT!
2023-09-22,130.0,"3. EABL— Sh105 Billion The largest brewer in East Africa, produces and distributes a variety of  alcoholic and non-alcoholic beverages, such as Tusker, Guinness, and  Alvaro. EABL has a strong presence in Kenya, Uganda, Tanzania, South  Sudan, Rwanda, and Burundi."
2023-09-21,133.5,Chrome ya Eabl ama ya Githurai?
2023-09-21,133.5,Kuna time I was at a local and the woman in charge was placing an order. The eabl person told him that chrome vodka Bado haiko. So I figured it hasn't been there for a while. Same day I meet a friend drinking chrome vodka. I knew he was drinking something else
2023-09-21,133.5,Bado tu ni the same chrome produced by EABL difference ni kwa legality
2023-09-21,133.5,"EABL announced that they stop manufacturing chrome long time ago, but you will still find chrome in the market.  Any fast going drink in the market is counterfeit"
2023-09-20,132.0,"My land is Kenya, EABL r my heroes coz Tusker lifts my system kama iPhone 14 or iOS 17   Alafu Ghost Mulee hawezi kua coach pale Emirates or Arsenal Stadium? Ni Kasarani tu?  4 those who want 2 be heroes kama Baba the 6th or Samora Machel start with a watch👇  9,750/- 0722109031"
