text,date,No_of_likes,No_of_tweets
I knew the tweet was under influence of UG Waragi😃  Apology accepted.,2024-02-04 06:59:00+00:00,0,0
I have just witnessed that the misture of minute maid with waragi is called Minaji,2024-02-04 06:51:00+00:00,0,0
Nze I saw someone mixing kazire with waragi,2024-02-04 06:48:00+00:00,0,0
"If they poured ice cubes 1st then minute maid and lastly waragi, omwana yakoze cocktail gwe 😁",2024-02-04 05:17:00+00:00,6,0
Ekyo kyebayita okukwata mu waragi....,2024-02-04 05:14:00+00:00,1,0
Me I mix waragi with munanansi,2024-02-04 05:08:00+00:00,0,1
"Musajja, va ku waragi 😂😂😭😭",2024-02-04 00:12:00+00:00,1,1
Ejo ni waragi blood stop consoling yourself,2024-02-03 22:08:00+00:00,3,0
Buying Uganda waragi at 120k is crazy business,2024-02-03 21:58:00+00:00,4,1
Airtel is waragi kabisa,2024-02-03 21:21:00+00:00,0,0
Naye okyanywa waragi ng'edda?,2024-02-03 21:20:00+00:00,0,0
"Goated btw ono si Beer,Waragi",2024-02-03 20:42:00+00:00,1,1
Which justifies the good business the rolex guys on Waragi street are enjoying 🤷‍♂️,2024-02-03 20:31:00+00:00,1,1
Letta...waragi....tukusabulee......,2024-02-03 20:14:00+00:00,2,0
Come to think of it. Its like stoping waragi makers and allow beer makers,2024-02-03 20:10:00+00:00,1,0
U don't know tht alcohol esp Ug waragi chops stomach 😂😂😂,2024-02-03 19:36:00+00:00,1,1
Ollie Watkins FPL captain. I deserve some waragi for that decision,2024-02-03 18:41:00+00:00,1,0
Waragi,2024-02-03 18:32:00+00:00,2,2
Nywa ku waragi omuganda..,2024-02-03 18:29:00+00:00,0,0
U drink alot of waragi,2024-02-03 18:23:00+00:00,0,0
Waragi awola wabula,2024-02-03 17:57:00+00:00,2,1
Nawe otandise obiirira waragi,2024-02-03 17:05:00+00:00,1,0
Waragi and sex,2024-02-03 16:53:00+00:00,0,0
Waragi😂,2024-02-03 15:44:00+00:00,0,0
Mr.Jeje sometimes you may advocate or become the voice of the voiceless but the local people are also a problem or a disgrace to themselves because as long as you buy waragi you know that they are finished.,2024-02-03 15:18:00+00:00,0,1
Waragi?,2024-02-03 15:01:00+00:00,1,1
Va ku waragi,2024-02-03 14:46:00+00:00,1,0
Yep so? It hasn’t outlawed Christianity. You said “ban Islam”. They haven’t banned believing in the trinity. They’ve just banned public practising of other religions. That’s not what you said you wanted. Are you ok?,2024-02-03 14:35:00+00:00,0,1
"Waragi ,😀😂",2024-02-03 14:07:00+00:00,0,0
He’s a prick because he doesn’t want to deport all minorities from the UK?,2024-02-03 13:44:00+00:00,0,0
Hhahahaha Brexit is a shitshow. Why have they delayed the border checks 5 times lol?,2024-02-03 12:57:00+00:00,1,0
Would you call Zuby (whose channel you went on) a foreigner or an ethnic? You’re a traitor for going on his channel.,2024-02-03 12:25:00+00:00,0,0
