text,date,No_of_likes,No_of_tweets
😭😭😭😭😭 Humunichukulia tusker lite sis?,2020-12-02 17:37:00+00:00,0,0
😂😂😂 kuna mtu hata Tusker Lite hakupata 😅😅😅,2020-12-02 17:18:00+00:00,1,0
"Twalakuli 😂, ninyenda otandikyile aha tusker lite,then u will upgrade mpola mpola",2020-12-02 15:38:00+00:00,1,1
Tusker Lite hapo Zlatan Wine & Liquor si ni ka 110 bob?,2020-12-02 15:18:00+00:00,0,1
Hehehe... Wee kwanza sijui nikupee Till number yangu unichukulie Tusker Lite nne.,2020-12-02 15:16:00+00:00,0,1
"There is an old couple complete with grey hair sipping drinks, having a conversation, laughing and giggling.  The lady on her Tusker Lite and gentleman on his Tusker Lager.  Love is a beautiful thing 😍  Anyway, let me go try out a new Mutura joint.",2020-12-02 15:02:00+00:00,7,0
Castle Lite to Tusker Lite on the K'la Burger Week Promo:,2020-12-02 14:58:00+00:00,1,0
"Favourite beer, @tuskerlite.",2020-12-01 17:09:00+00:00,1,0
👋 @tuskerlite @JohnnieWalkerKe,2020-12-01 17:00:00+00:00,0,0
Nipewe bucket ya tusker lite,2020-12-01 09:37:00+00:00,0,0
"@tuskerlite -tuskerlite my favorite beer, kwanza na choma na ugali🙌🙌",2020-11-30 23:22:00+00:00,0,0
Whooopy 💃🏾💃🏾. I aim to please 😊,2020-11-30 16:37:00+00:00,0,0
Hapo kwa restaurant reviews sana .  I love love your restaurant insta strories.,2020-11-30 16:26:00+00:00,0,1
- I watch a shit-ton of tv shoes so Showmax /Netflix @ShowmaxKenya @netflix . - Tusker lite 🤔 @tuskerlite . - Food/Restaurant reviews maybe vegetarian options.  -Tech innovations brand awareness campaigns 💻.,2020-11-30 11:47:00+00:00,2,2
Huyu alifaa apewe kitu haki.@tuskerlite @TuskerMaltLager @TuskerLager  imagine kuiadika kwanza ili awatumie?? Do something buana,2020-11-30 11:24:00+00:00,1,0
Tusker lite! 😀,2020-11-30 08:36:00+00:00,0,0
Tusker.  Hey @TuskerCider @TuskerLager @tuskerlite @TuskerMaltLager .,2020-11-30 07:16:00+00:00,0,0
Tusker lite is the meal itself 😍,2020-11-29 12:15:00+00:00,6,1
"You don’t need a meal to have a tusker lite, you can enjoy it in the middle of work",2020-11-29 09:44:00+00:00,1,0
And yet Tusker lite is available,2020-11-29 09:17:00+00:00,0,0
Chicken + Kachumbali + Tusker lite = Sweetness overload.😋  #EastAfricanMeatCarnival,2020-11-28 16:05:00+00:00,4,0
"Each #EastAfricanMeatCarnival serving goes for a simple 40,000 UGX.  At that fare, you get served with 1kg of goat choma, a Kg of smoked pork rib rack or the whole chicken.😋  Each serving comes with Kachumbali, Cassava & a Tusker lite.",2020-11-28 15:25:00+00:00,8,0
Waiter a Tusker lite and a seat please drink from here today,2020-11-28 10:12:00+00:00,0,0
"@NagawaCatherine saying ""Hey, do you think i can drink this Lite...""😂😂😂😂not even tusker lite but LITE #NBSKatchup",2020-11-27 20:05:00+00:00,6,0
I rather drink ORS than drink TUSKER LITE,2020-11-27 16:35:00+00:00,7,0
"#TujiniceResponsibly  For the guys in Mlolongo Area who are lovers of a nice cold Tusker Lite, you can grab it at the Recommended Retail Price of Kshs 160 when you head over to Beejays Pub, Millies Pub, Merchants, Back Light and Club Best and you can grab this great offer!",2020-11-27 13:53:00+00:00,1,0
"To whomever is concerned, @Katanuh_ will do fantastic with a paid partnership for Tusker Lite. Thank me later.",2020-11-26 16:13:00+00:00,5,2
Labda tusker Lite if you know what am saying 🤫,2020-11-26 12:58:00+00:00,1,0
Influenzas trying to include tusker lite in every tweet smh 😂😂😂😂,2020-11-25 19:57:00+00:00,0,0
https://whatshotafrica.com/kelebrity/drama/the-curse-of-coca-cola-popstars #Celebrity @CocaCola @tuskerlite,2020-11-25 15:11:00+00:00,0,0
It is hiding in Tusker Lite dear,2020-11-25 14:43:00+00:00,1,1
"The three C’s of meat and beer pairing; Complement, Contrast and Cleanse the pallet! Tusker Lite has all the makings of the perfect pairing 🤝!",2020-11-25 10:19:00+00:00,10,0
enjoy some ice cold @tuskerlite this sunny tuesday 😋,2020-11-24 09:19:00+00:00,0,0
I post let me enjoy my darling tuskerlite,2020-11-23 17:21:00+00:00,1,0
When life gets heavy on you...😒😏 You Absolitely need something Lite...👌🏾😊😋👏🏾👏🏾  Stock some Tusker Lite in your Fridge & #LiteTheWay🙌🏽 @tuskerlite256 #AbsolitelyNothingToProve,2020-11-22 22:29:00+00:00,0,0
"Don't forget to grab yourself an ice cold Tusker Lite, to wash away your week's stressing moments...😊 @tuskerlite256 #LiteTheWay #AbsolitelyNothingToProve",2020-11-21 13:29:00+00:00,0,0
Feel lyk sipping u lyk a tusker lite🏃🏃🏃🏃🏃🔥🔥🔥🔥🔥,2020-11-20 20:28:00+00:00,1,0
They also drink Tusker lite😂😂,2020-11-20 15:37:00+00:00,1,1
Man I am finally safe!! Av swallowed 3 cans of tear gas! Now am on a tusker lite now. Looking for bombaz*,2020-11-18 13:47:00+00:00,2,0
"Wait, is it true that tusker lite is women's beer?🤔😂😂",2020-11-17 17:09:00+00:00,5,0
Tusker lite na keg ni the same thing,2020-11-17 13:10:00+00:00,0,0
Tusker lite is underrated bruh,2020-11-17 12:24:00+00:00,11,5
Haha Tusker Lite ndio itatumika kama supu,2020-11-16 08:40:00+00:00,0,1
"🔊 FLASH SALES AT 10AM,12PM 📌📌  You can grab yourself Tusker lite or Guinness beer and a Uganda Waragi 750ml bottle at amazing discounts from @JumiaUG . Check the attached media to make a choice 💥 Use Link. https://bit.ly/31MzZLu to order online!  #JumiaBlackFridays",2020-11-16 06:54:00+00:00,33,3
"Tusker lite needs to think twice about their 'influencers', the nonsense they are trying to put up is so bad. SMH",2020-11-15 21:26:00+00:00,0,1
I can agree that no local Ug beer tastes better than tusker lite when having a meal,2020-11-15 16:31:00+00:00,2,2
Guinness smooth is low key tusker lite guess i will stick to original version.,2020-11-14 14:20:00+00:00,0,0
Leo nadai tu 6pck baridi ya @tuskerlite,2020-11-14 06:35:00+00:00,0,0
Tusker Lite siku hizi ni light sana. Ni kama nimekunywa jwis,2020-11-13 18:02:00+00:00,0,0
Lakini majamaa tulikosea wapi Kuna mwigne hapa anakunywa keg alaf side chic wake anachapa tusker lite,2020-11-13 12:27:00+00:00,8,0
Ni kunywa Tusker lite kama cougar.,2020-11-12 09:09:00+00:00,0,1
whatever made u happy was proudly sponsored by Tusker lite,2020-11-11 19:06:00+00:00,1,1
I had to take a bottle of tusker lite😊😊,2020-11-11 16:53:00+00:00,4,1
I need a cold Tusker….. Lite!,2020-11-10 18:24:00+00:00,1,1
